interest,verified,cutil,term,bankrupt,ccheck
6.07,Verified,0.623177992,36,0,0
11.98,Not Verified,0.186772152,36,0,1
11.98,Source Verified,0.206015157,36,0,2
11.99,Verified,0.407516562,36,0,5
11.99,Source Verified,0.344035088,36,0,0
7.97,Source Verified,0.237104417,36,0,2
6.08,Source Verified,0.413069403,36,0,0
16.02,Not Verified,0.037891501,60,0,1
16.01,Verified,0.645332925,36,0,1
17.09,Not Verified,0.205412994,36,0,2
13.59,Verified,0.529550102,36,0,0
10.91,Not Verified,0.600588235,36,0,0
17.09,Not Verified,0.075539568,36,0,1
9.43,Verified,0.476564898,36,0,1
14.07,Source Verified,0.35042471,60,0,1
9.93,Not Verified,0.315871565,60,0,5
16.01,Not Verified,0.668859944,36,0,0
5.32,Not Verified,0.490063936,36,0,0
5.32,Not Verified,0.105584192,36,1,1
12.62,Not Verified,0.555669838,36,1,0
24.85,Not Verified,0.830466611,60,1,5
9.44,Source Verified,0.288422433,36,0,2
15.04,Source Verified,0.512765957,60,0,0
16.02,Source Verified,1.136905336,60,0,2
17.47,Not Verified,0.659338679,60,0,1
6.08,Source Verified,0.198437886,36,0,0
9.93,Not Verified,0.119804015,60,0,0
14.08,Source Verified,0.37562366,36,0,5
11.99,Not Verified,0.543965577,36,0,3
5.31,Source Verified,0.353334709,36,0,2
16.01,Verified,0.125899419,60,0,2
13.58,Source Verified,0.299306127,60,0,2
14.07,Verified,0.82599935,60,0,1
7.35,Source Verified,0.193103167,36,0,0
10.42,Verified,0.202736574,60,0,0
10.42,Not Verified,0.487411765,60,0,1
7.35,Not Verified,0.191800406,60,0,0
11.99,Not Verified,0.656775242,36,0,4
7.34,Not Verified,0.474541156,36,1,0
9.93,Source Verified,0.269718791,60,1,1
13.58,Not Verified,0.676480832,60,0,3
7.35,Not Verified,0.27819913,36,0,3
14.07,Not Verified,0.218502781,60,0,5
11.99,Source Verified,0.166702772,36,0,0
9.44,Not Verified,0.599929973,36,0,0
5.31,Verified,0.259195502,36,0,0
14.08,Verified,0.103818304,60,0,0
19.03,Source Verified,0.197345462,60,0,7
14.07,Source Verified,0.474099526,60,0,2
6.72,Source Verified,0.069346872,36,0,2
5.31,Source Verified,0.072367624,36,0,3
9.44,Source Verified,0.351405638,60,0,5
6.08,Not Verified,0.381359641,36,0,0
18.45,Verified,0.145819024,60,0,1
10.9,Not Verified,0.187535336,36,0,5
14.08,Source Verified,0.952460497,60,0,1
9.93,Source Verified,0.064263872,60,0,3
10.9,Source Verified,0.637821386,36,0,4
15.05,Not Verified,0.634774444,60,1,2
7.35,Not Verified,0.335320181,36,0,0
26.3,Verified,0.636475522,36,0,2
5.31,Verified,0.351771255,36,0,4
9.93,Not Verified,0.140254639,60,0,0
18.06,Not Verified,0.171081405,60,1,3
10.9,Not Verified,0.132407407,36,0,1
7.97,Not Verified,0.222045599,36,0,1
9.93,Not Verified,0.145307763,36,0,1
7.35,Source Verified,0.267201084,36,0,2
14.08,Source Verified,0.240096186,36,0,3
10.91,Not Verified,0.179436582,60,0,0
19.03,Verified,0.147960186,36,0,0
7.35,Source Verified,0.090297619,36,0,0
10.42,Source Verified,0.515688706,36,0,3
16.02,Source Verified,0.718195656,36,0,1
21.45,Source Verified,0.644019402,60,0,1
13.58,Not Verified,0.069130172,36,0,7
14.08,Verified,0.832027715,36,0,0
7.34,Not Verified,0.537417639,36,0,2
16.02,Source Verified,0.280141744,36,0,0
9.44,Source Verified,0.408659053,36,0,1
12.62,Not Verified,0.134968491,60,1,2
7.35,Not Verified,0.760831321,36,0,0
6.07,Not Verified,0.23050035,36,0,1
9.93,Verified,0.414867007,36,1,2
9.43,Not Verified,0.109090468,60,0,1
5.31,Not Verified,0.086081532,36,0,0
17.09,Source Verified,0.802936359,36,0,1
9.93,Not Verified,0.050843395,60,0,0
19.03,Source Verified,0.882155554,60,0,1
17.47,Verified,0.075877412,60,0,4
7.34,Not Verified,0.407631377,36,0,1
6.72,Not Verified,0.252404006,60,0,6
6.72,Not Verified,0.159128434,36,0,0
10.91,Not Verified,0.056355681,36,0,9
16.02,Source Verified,0.715270422,60,0,4
6.72,Verified,0.130063674,36,0,1
9.93,Not Verified,0.258176937,36,0,1
21.45,Verified,0.215071559,60,0,1
12.61,Source Verified,0.384137671,60,0,2
21.45,Source Verified,0.400772877,60,0,5
11.99,Not Verified,0.911518987,36,0,0
6.08,Source Verified,0.380431832,36,0,1
18.45,Source Verified,0.861348454,60,0,0
24.85,Source Verified,0.593598372,36,0,0
14.08,Source Verified,0.098371512,36,0,1
15.05,Source Verified,0.067702053,60,0,2
9.43,Source Verified,0.148598549,36,0,1
6.72,Not Verified,0.386315173,36,0,1
6.71,Not Verified,0.210508226,36,0,2
9.44,Source Verified,0.787846231,36,0,2
9.44,Source Verified,0.654369369,36,0,1
10.42,Verified,0.272406891,60,0,4
30.65,Verified,0.643263624,36,0,2
9.93,Source Verified,0.100092267,36,0,2
9.43,Source Verified,0.247559551,36,0,0
9.44,Not Verified,0.428672566,36,1,0
11.99,Verified,0.153392134,36,0,1
21.85,Verified,0.833777408,60,1,19
13.58,Source Verified,0.468575046,36,0,0
7.35,Not Verified,0.658541804,36,0,0
7.97,Not Verified,0.04809704,36,1,2
25.82,Not Verified,0.57050172,36,0,2
9.43,Not Verified,0.214213836,36,0,2
14.07,Source Verified,0,36,0,2
20,Source Verified,0.22678673,36,0,2
9.43,Verified,0.369682292,36,1,2
14.08,Verified,0.250549019,36,0,3
15.05,Source Verified,0.182865702,36,1,4
9.92,Not Verified,0.104165651,60,0,0
14.08,Source Verified,0.238849378,60,0,3
13.58,Verified,0.784256299,60,0,3
18.06,Not Verified,1.835279543,60,1,1
10.42,Source Verified,0.616878705,36,0,0
16.02,Not Verified,0.197535667,36,0,0
20,Source Verified,0.85815492,60,0,2
12.62,Verified,0.187701353,60,0,1
9.93,Not Verified,0.132099961,60,0,7
18.45,Source Verified,0.706791134,36,0,2
6.08,Source Verified,0.423209954,36,0,1
9.43,Verified,0.078878297,36,0,3
10.42,Not Verified,0.418863198,36,0,0
16.02,Source Verified,0.151868343,36,0,4
11.98,Not Verified,0.672860912,36,0,0
19.42,Verified,0.031723432,36,0,1
10.91,Not Verified,0.503014146,36,0,0
21.45,Source Verified,0.660566038,60,0,5
25.81,Not Verified,0.213234352,36,0,4
7.96,Not Verified,0.697097783,36,0,0
30.17,Verified,0.147805453,60,0,5
12.62,Verified,0.207955134,36,0,2
10.91,Verified,0.286191321,36,0,4
11.99,Source Verified,0.323721859,60,0,2
7.97,Verified,0.110311256,36,0,2
7.34,Not Verified,0.494905525,36,0,0
12.62,Not Verified,0.056604009,60,0,5
6.72,Source Verified,0.521610753,36,1,3
15.04,Verified,0.348895941,60,0,5
6.08,Not Verified,0.246340131,36,0,2
11.98,Source Verified,0.829355954,60,1,4
12.61,Source Verified,0.853835466,36,0,1
21.45,Verified,0.267543185,60,0,2
10.42,Source Verified,0.400900901,36,0,0
14.08,Not Verified,0.738035798,60,0,0
9.44,Source Verified,0.481593715,36,0,0
10.41,Not Verified,0.924341363,36,0,1
12.62,Verified,0.442080759,36,0,3
19.03,Verified,0.523397104,36,0,2
9.44,Source Verified,0.224269238,60,0,1
10.9,Not Verified,0.483380282,36,0,0
24.85,Source Verified,0.244677419,60,0,6
9.44,Source Verified,0.3085,36,0,0
10.42,Not Verified,0.692418738,36,0,3
14.07,Verified,0.103868292,60,0,5
9.44,Verified,0.058545338,60,0,0
12.61,Source Verified,0.499308745,36,0,4
6.08,Not Verified,0.186658494,36,0,2
6.08,Not Verified,0.218774018,36,0,1
16.02,Verified,0.83338953,60,0,3
15.04,Not Verified,0.433755793,36,0,3
5.31,Source Verified,0.068828861,36,0,0
20,Not Verified,0.651457024,36,0,1
20.39,Verified,0.212590386,60,1,3
9.43,Not Verified,0.055143598,36,0,3
9.93,Source Verified,0.424152521,36,0,5
12.62,Verified,0.099415438,60,0,3
13.59,Not Verified,0.658823294,60,1,6
7.35,Not Verified,0.321821953,36,0,2
10.9,Source Verified,0.171157402,60,0,0
9.93,Not Verified,0.474727742,60,0,0
10.91,Not Verified,0.232075472,36,0,2
10.9,Source Verified,0.824753363,36,0,4
16.02,Source Verified,0.445642023,60,1,1
20,Source Verified,0.547655172,36,0,7
24.85,Source Verified,0.912317633,60,0,1
28.72,Not Verified,0.506646871,60,0,1
6.72,Not Verified,0.266848115,36,0,3
14.08,Verified,0.27349735,60,0,1
9.93,Source Verified,0.832030925,36,0,2
12.62,Source Verified,0.369331737,60,1,13
6.72,Verified,0.173061492,36,0,0
7.35,Verified,0.419795566,60,0,2
10.91,Verified,0.178247423,36,0,1
16.02,Verified,0.643324157,60,0,0
9.93,Verified,0.039526782,36,0,3
18.06,Verified,0.132548077,36,0,0
9.93,Source Verified,0.087336476,36,0,0
17.09,Source Verified,0.27874272,36,0,0
7.35,Not Verified,0.447923729,36,0,1
12.62,Not Verified,0.611453488,36,0,0
9.93,Source Verified,0.184563273,36,0,1
21.85,Not Verified,0.599983848,36,0,1
9.44,Not Verified,0.666786059,36,0,2
10.9,Source Verified,0.710988995,60,0,0
20,Verified,0.032049689,60,0,2
13.59,Not Verified,0.680355887,36,0,3
9.93,Not Verified,0.166097297,60,0,2
9.93,Not Verified,0.485928235,36,0,0
7.96,Verified,0.249882544,36,0,0
21.45,Verified,0.726628322,36,0,1
24.85,Verified,0.293535682,60,1,8
17.09,Verified,0.555204295,36,0,4
21.45,Not Verified,0.829802095,60,0,2
11.99,Source Verified,0.447833037,60,0,0
13.58,Verified,0.274188651,36,0,0
19.03,Source Verified,1.0206251,36,0,0
7.97,Source Verified,0.882304965,36,0,1
7.35,Not Verified,0.401115933,36,0,4
22.91,Verified,0.211734958,36,0,1
9.93,Not Verified,0.296476684,36,0,1
6.71,Not Verified,0.854858945,36,0,1
6.07,Source Verified,0.833458955,36,0,0
10.42,Verified,0.226393012,60,0,0
12.61,Not Verified,0.291570731,36,0,1
16.01,Source Verified,0.561182533,60,1,4
6.07,Not Verified,0.144119173,36,0,6
6.08,Not Verified,0.305137529,36,0,0
15.05,Source Verified,0.279234846,60,0,1
7.96,Not Verified,0.80142708,36,0,1
15.04,Not Verified,0.065322847,60,0,4
6.08,Source Verified,0.327200951,36,0,0
14.08,Verified,0.715136343,60,1,1
11.99,Source Verified,0.93762374,36,0,2
10.9,Source Verified,0.568804139,36,1,0
13.58,Source Verified,0.64368957,36,0,6
10.91,Source Verified,0.092307692,36,0,1
9.93,Source Verified,0.36806028,36,1,2
19.03,Verified,0.65687497,36,0,1
10.41,Source Verified,0.31088183,36,0,0
9.43,Not Verified,0.08736685,36,0,0
18.06,Source Verified,0.51696012,36,0,1
12.62,Not Verified,0.653151872,36,0,0
12.62,Not Verified,0.647773129,60,0,1
14.08,Not Verified,0.24132215,36,1,8
6.71,Not Verified,0.325115512,36,0,0
14.08,Not Verified,0.576956547,60,0,12
11.99,Source Verified,0.621864326,36,0,0
21.45,Verified,0.764040404,60,1,0
16.01,Not Verified,0.483538268,36,0,5
6.71,Verified,0.04626506,36,0,0
12.61,Not Verified,0.598346337,36,1,0
13.58,Not Verified,0.053959289,60,0,1
7.35,Not Verified,0.111362844,60,0,2
17.47,Source Verified,0.751023632,36,0,0
21.45,Verified,0.655009757,36,0,3
11.98,Not Verified,0.268272059,36,0,1
15.05,Verified,0.520373211,36,0,1
11.98,Source Verified,0.126992481,36,0,0
6.72,Source Verified,0.04029031,36,0,0
15.05,Source Verified,0.084306167,60,0,2
20.39,Verified,0.185168568,60,0,2
16.02,Source Verified,0.75957483,36,0,0
5.32,Verified,0.10584199,36,0,0
7.35,Source Verified,0.208939405,60,0,2
10.42,Verified,0.64472655,36,0,1
16.02,Source Verified,0.72671254,36,0,1
6.07,Source Verified,0.597232361,36,0,0
19.03,Verified,0.761025641,36,0,3
6.71,Not Verified,0.66249042,36,0,4
6.72,Not Verified,0.388600285,36,0,0
18.45,Source Verified,0.083449745,36,0,0
16.02,Verified,0.162098649,60,0,1
9.44,Not Verified,0.262777617,36,1,0
22.91,Not Verified,0.734923052,36,0,0
6.08,Not Verified,0.562170961,36,0,0
9.92,Not Verified,0.429625354,36,1,5
12.62,Verified,0.313881252,36,0,1
12.62,Not Verified,0.150466449,60,1,7
21.45,Not Verified,0.820526237,36,0,7
6.08,Not Verified,0.059349363,36,0,1
17.47,Verified,0.27013209,36,0,1
11.98,Verified,0.107364989,60,0,4
15.05,Source Verified,0.931703115,36,0,1
16.02,Not Verified,0.600576844,36,0,1
10.91,Not Verified,0.099410793,36,1,1
7.97,Source Verified,0.424166667,36,0,0
14.07,Source Verified,0.753931095,36,0,1
24.85,Source Verified,0.017109375,60,0,4
13.58,Verified,0.136401378,60,1,2
9.93,Verified,0.578087208,36,0,8
6.08,Not Verified,0.579441084,36,0,0
7.35,Verified,0.180554548,36,0,3
15.04,Source Verified,0.14059322,36,0,1
9.44,Source Verified,0.093878726,36,0,2
12.61,Not Verified,0.592306605,60,0,0
11.98,Not Verified,0.245760634,60,0,1
12.61,Verified,0.898478916,36,0,3
6.71,Source Verified,0.707365439,36,0,1
20.39,Source Verified,0.740041929,36,0,0
9.43,Not Verified,0.154650492,36,0,0
22.91,Source Verified,0.645789474,36,0,5
16.02,Not Verified,0.386823255,60,0,0
10.42,Verified,0.181405391,60,0,6
20.39,Source Verified,0.951928285,60,0,2
12.61,Not Verified,0.600326739,60,0,0
15.04,Verified,0.513433576,36,0,0
6.08,Not Verified,0.331503723,36,0,3
18.06,Verified,0.287622436,60,0,3
10.91,Source Verified,0.151533715,60,0,2
7.34,Not Verified,0.585390505,36,0,0
6.72,Source Verified,0.317420272,36,0,1
15.05,Not Verified,0.628550154,36,0,3
5.32,Source Verified,0.028558389,36,0,2
6.72,Source Verified,0.548666667,60,0,0
19.03,Source Verified,0.295351346,36,0,0
7.97,Source Verified,0.670153686,36,0,6
17.09,Verified,0.570878887,60,0,4
14.08,Not Verified,0.933886454,36,0,2
15.04,Not Verified,0.066147821,36,0,0
21.45,Verified,0.792395784,36,0,1
9.44,Not Verified,0.426882764,36,0,1
9.93,Source Verified,0.229987645,36,0,0
14.08,Source Verified,0.504136105,60,0,0
15.05,Source Verified,0.548868659,60,0,1
15.05,Source Verified,0.568053678,36,1,3
9.44,Source Verified,0.401049257,36,0,1
5.31,Source Verified,0.159085752,36,0,1
10.42,Source Verified,1.204465077,36,0,5
6.72,Not Verified,0.107576813,36,0,5
17.09,Not Verified,0.534534884,60,0,2
14.07,Not Verified,0.508612913,60,0,2
13.59,Verified,0.309950062,60,0,1
15.04,Source Verified,0.875462297,36,0,22
11.98,Not Verified,0.156179775,60,0,0
9.92,Source Verified,0.481551326,36,1,1
15.04,Not Verified,0.076539148,60,0,0
17.47,Source Verified,0.696720947,36,1,3
6.07,Not Verified,0.241705964,36,0,0
11.99,Not Verified,0.700906158,36,0,0
14.07,Verified,0.125869818,36,0,0
6.08,Verified,0.113057034,36,0,2
13.58,Source Verified,0.305585586,36,0,1
5.32,Source Verified,0.531525276,36,0,3
15.04,Source Verified,0.096631342,60,0,1
10.42,Source Verified,0.836883976,60,0,0
7.35,Source Verified,0.296890756,36,1,2
13.58,Source Verified,0.164685908,36,0,1
7.35,Source Verified,0.763915012,36,0,1
7.34,Not Verified,0.581700152,36,0,1
10.42,Source Verified,0.09954684,60,0,2
11.98,Verified,0.082809095,60,0,0
16.02,Source Verified,0.170546896,36,0,2
12.61,Source Verified,0.070814613,36,0,1
9.44,Not Verified,0.556025768,36,0,3
19.03,Not Verified,0.030490771,36,0,2
14.08,Verified,0.133573881,60,0,24
9.44,Source Verified,0.635147585,36,0,0
9.93,Source Verified,0.141964826,36,0,1
30.79,Not Verified,0.762187808,60,0,0
18.45,Source Verified,0.176592379,36,0,3
9.93,Not Verified,0.820819672,36,0,0
16.02,Source Verified,0.742713082,60,1,1
9.44,Not Verified,0.707093508,36,1,1
16.02,Not Verified,0.708645677,36,1,0
14.07,Source Verified,0.681837069,36,1,2
17.09,Verified,0.122926829,60,0,7
12.62,Not Verified,0.73452027,36,0,1
16.01,Source Verified,1.031651943,60,0,2
10.91,Source Verified,1.036000256,36,0,2
16.02,Verified,0.668207158,60,0,0
11.98,Not Verified,0.066010292,36,0,0
7.35,Source Verified,0.08959799,36,0,0
15.04,Not Verified,0.707092837,36,1,1
13.58,Verified,0.292153523,60,1,2
7.97,Verified,0.30690708,36,0,5
20.39,Verified,0.841466008,36,0,4
10.42,Verified,0.709554858,36,0,0
7.97,Source Verified,0.467734349,36,0,5
9.93,Source Verified,0.233889533,36,0,1
19.03,Source Verified,0.120715375,36,0,1
10.42,Source Verified,0.573078568,36,0,0
7.35,Source Verified,0.320591113,36,0,3
15.05,Not Verified,0.003762765,60,0,1
13.59,Source Verified,0.327288136,36,0,4
5.31,Verified,0.016756903,36,0,2
21.45,Verified,0.219179207,60,0,2
26.3,Source Verified,0.967506061,60,0,0
6.08,Source Verified,0.175039765,36,0,2
18.06,Not Verified,0.128621795,36,0,2
7.96,Not Verified,0.513070422,36,1,0
20,Not Verified,0.712344527,36,0,1
12.61,Source Verified,0.158853959,36,0,1
6.08,Not Verified,0.252408027,36,0,1
13.58,Not Verified,0.363752998,36,1,1
15.05,Verified,0.753125,36,1,0
5.31,Not Verified,0.08901752,36,0,0
7.35,Source Verified,0.114123167,36,0,4
7.34,Source Verified,0.43577828,36,0,6
7.97,Not Verified,0.475022375,36,0,6
19.03,Verified,0.74972396,36,0,2
16.02,Verified,0.234585217,60,1,6
11.98,Source Verified,0.512411722,36,1,2
6.08,Verified,0.015014499,36,1,5
7.96,Not Verified,1.004022591,36,0,0
13.59,Verified,0.107920638,36,0,1
30.79,Verified,0.829069357,60,0,0
13.58,Not Verified,0.846517774,36,0,4
14.08,Not Verified,0.773385987,36,0,1
6.08,Not Verified,0.33127821,36,0,6
7.35,Not Verified,0.498334681,36,0,1
12.61,Source Verified,0.617330961,36,0,0
10.42,Not Verified,0.737901228,36,0,1
14.08,Not Verified,0.268513108,60,0,1
9.93,Source Verified,0.148928533,60,0,4
5.32,Source Verified,0.133926147,36,0,1
11.99,Source Verified,0.906223311,36,0,1
11.99,Verified,0.181865873,36,0,0
10.9,Source Verified,1.007653583,36,0,3
19.03,Verified,0.550560345,60,0,1
26.3,Verified,0.668708415,36,0,2
6.72,Source Verified,0.410426339,36,0,2
14.08,Verified,0.200454426,60,0,1
15.05,Not Verified,0.880146974,36,1,1
16.02,Source Verified,0.118083213,60,0,1
9.93,Verified,0.181635128,36,0,3
16.02,Verified,0.952211173,36,0,2
10.42,Source Verified,0.338451236,36,0,1
15.05,Source Verified,0.843570432,36,0,0
7.97,Not Verified,0.085609568,36,1,2
9.43,Not Verified,0.461659533,36,0,0
13.58,Not Verified,0.157133221,60,0,0
15.05,Source Verified,0.679848746,36,0,1
13.58,Source Verified,0.747726593,60,0,2
7.34,Source Verified,0.509983286,36,0,5
13.59,Source Verified,0.171871736,60,0,0
11.99,Not Verified,0.669348457,36,0,1
21.85,Verified,0.783059637,60,0,0
7.35,Not Verified,0.719694757,36,0,0
20,Not Verified,0.605644882,60,0,3
21.45,Not Verified,0.229028757,60,0,2
12.61,Source Verified,0.293014474,60,0,2
12.62,Not Verified,0.170922635,36,0,3
20.39,Not Verified,1.017121748,60,0,0
5.32,Not Verified,0.450412754,36,0,0
12.61,Not Verified,0.62470637,60,0,0
5.31,Not Verified,0.163066152,36,0,0
10.91,Verified,0.183343459,36,0,0
15.05,Not Verified,0.570267085,36,0,0
10.91,Not Verified,0.538596223,60,0,1
17.47,Not Verified,0.665955056,36,0,4
7.97,Source Verified,0.360856164,36,0,0
7.35,Verified,0.265293239,36,0,0
9.44,Source Verified,0.268773408,36,0,1
14.07,Verified,0.517472119,60,0,0
18.06,Source Verified,0.221962202,36,0,2
26.77,Source Verified,0.183837138,60,0,15
12.62,Not Verified,0.110988402,60,0,0
7.35,Not Verified,0.368773087,36,0,1
12.61,Verified,0.349893333,36,0,0
5.32,Source Verified,0.111680625,36,0,1
12.62,Source Verified,0.359462366,36,0,0
9.93,Source Verified,0.723081197,60,0,2
19.42,Verified,0.520520446,36,0,3
9.92,Source Verified,0.178990949,60,0,1
5.31,Source Verified,0.765597635,36,0,0
10.41,Not Verified,0.513671689,36,0,10
17.47,Source Verified,0.573945385,36,0,3
21.45,Verified,0.865141678,60,0,0
5.32,Not Verified,0.17014733,36,0,1
7.35,Verified,0.64053606,36,0,0
9.43,Not Verified,0.200543899,60,0,3
12.62,Verified,0.721983894,36,1,3
10.41,Source Verified,0.643825292,36,1,0
10.42,Not Verified,0.409886961,36,0,1
10.41,Not Verified,0.20464929,60,1,0
16.01,Verified,0.182837874,60,0,6
13.59,Source Verified,0.096834592,60,1,3
14.08,Not Verified,1.1220744,36,0,1
6.72,Source Verified,0.085548913,36,0,0
25.82,Source Verified,0.835705511,60,0,12
24.85,Source Verified,0.261541966,60,0,1
7.96,Not Verified,0.086056708,36,0,5
10.9,Verified,0.024647887,36,0,1
7.34,Not Verified,0.318548972,36,0,0
16.02,Source Verified,0.525162162,36,0,18
10.91,Not Verified,0.4526875,36,0,3
11.98,Source Verified,0.5313339,60,0,0
11.99,Verified,0.150368128,60,0,5
6.07,Not Verified,0.052144682,36,0,2
15.05,Verified,0.308325964,60,1,0
21.45,Verified,0.418812261,60,0,2
6.08,Source Verified,0.07429541,36,0,4
12.61,Not Verified,0.856767915,36,0,0
10.42,Not Verified,0.405074594,60,0,1
6.72,Not Verified,0.123388143,36,0,1
14.08,Source Verified,0.807255814,36,1,1
6.08,Not Verified,0.061797211,36,0,3
7.96,Source Verified,0.685721594,36,1,0
16.02,Source Verified,0.515857374,36,0,5
19.03,Not Verified,0.767134503,36,0,1
7.34,Source Verified,0.66963153,36,0,4
7.97,Not Verified,0.109203905,36,0,3
17.09,Not Verified,0.286959651,60,0,1
9.93,Verified,0.489190416,60,0,2
11.98,Not Verified,0.415247235,60,0,1
