"","rspdnum","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
"545",545,"L","A","C",9999,3,"TN",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,4,4,4,4,4,4,1,4,4,1,999,999,999,1,5,5,5,5,5,1,4,4,1,1,1,1,1,6,NA,2,2,3,1,4,1,"11/2/2017 6:31:51",0.895
"546",546,"C","A","C",9999,2,"AZ",4,5,1,1,3,3,1,1,NA,3,1,2,2,1,1,NA,NA,NA,1,1,1,2,2,2,98,2,2,2,2,2,98,999,999,999,5,2,2,2,2,2,2,3,1,4,2,2,3,1,NA,NA,5,4,3,4,5,1,"11/2/2017 6:58:39",0.87
"547",547,"C","B","C",9999,2,"CA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,2,1,4,98,4,4,98,4,4,98,999,999,999,1,5,1,5,5,5,4,4,1,4,4,1,1,1,2,NA,4,2,2,1,NA,1,"11/2/2017 8:23:46",0.87
"548",548,"L","B","D",9999,3,"FL",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,3,3,1,2,4,1,4,2,2,2,4,98,999,999,999,2,5,4,5,5,1,3,2,4,2,4,4,1,1,6,NA,3,2,3,1,3,1,"11/5/2017 5:31:07",0.715
"549",549,"L","A","D",9999,2,"GA",2,1,1,1,3,1,2,2,NA,4,4,1,1,1,1,NA,NA,NA,2,2,2,2,1,2,2,2,3,2,2,2,3,999,999,999,3,4,2,2,2,2,2,3,2,2,2,2,4,2,6,NA,5,1,3,3,6,2,"11/5/2017 5:34:04",1.26
"550",550,"L","B","D",9999,4,"SC",2,2,1,2,2,NA,2,98,NA,2,2,2,2,2,2,NA,NA,NA,2,2,2,98,2,3,98,98,2,2,2,98,3,999,999,999,3,5,2,5,5,1,4,2,98,98,1,1,3,1,1,2,1,4,2,3,2,1,"11/5/2017 5:55:50",0.65
"551",551,"L","A","D",9999,3,"DC",2,3,1,1,1,NA,1,1,NA,10,2,2,2,2,2,NA,NA,NA,1,2,2,2,2,2,2,2,2,98,98,98,2,999,999,999,5,3,2,2,3,98,2,4,2,3,2,4,98,1,3,NA,5,1,5,4,6,2,"11/5/2017 5:56:55",0.525
"552",552,"L","B","D",9999,3,"NY",1,5,1,2,98,NA,1,1,"LESS SNOW THAN WHEN I WAS A CHILD",2,4,2,1,1,1,NA,NA,NA,2,2,2,1,4,98,4,98,1,2,1,2,98,999,999,999,4,5,5,98,5,5,98,4,98,98,1,98,1,1,1,2,1,1,98,4,1,1,"11/5/2017 6:04:18",0.665
"553",553,"L","A","D",9999,4,"TN",2,1,1,2,98,NA,1,1,"FROM EVERYTHING SHE HAS READ AND HEARD",6,1,1,1,3,1,NA,NA,NA,1,1,1,1,1,98,4,98,1,98,2,2,2,999,999,999,4,4,1,98,5,1,98,4,1,4,98,2,2,1,1,2,3,1,2,NA,2,2,"11/5/2017 6:07:42",1.06
"554",554,"L","B","D",9999,3,"IL",3,2,1,1,1,NA,1,1,"FROM WHAT SHE HAS HEARD ON NEWS AND INTERNET",6,1,1,1,1,1,NA,NA,NA,98,98,98,2,2,2,2,98,1,98,3,98,2,999,999,999,4,4,1,2,5,98,98,4,1,4,98,4,2,1,1,1,3,1,3,4,2,2,"11/5/2017 6:45:30",1.065
"555",555,"L","B","C",9999,4,"FL",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,1,1,1,98,1,1,4,1,1,1,1,2,4,999,999,999,4,2,1,1,1,1,1,4,1,98,1,4,3,1,1,1,5,2,3,2,98,2,"11/5/2017 8:10:12",0.69
"556",556,"L","A","C",9999,3,"NV",4,98,1,1,1,NA,1,1,NA,6,1,1,1,1,1,NA,NA,NA,1,1,2,2,2,2,3,2,2,2,2,2,98,999,999,999,5,2,2,2,2,2,2,3,2,3,2,3,5,10,2,NA,5,4,4,3,6,1,"11/5/2017 8:13:26",0.105
"557",557,"L","B","C",9999,NA,"VA",2,1,1,1,1,NA,1,1,NA,8,2,1,1,1,2,NA,NA,NA,1,1,1,1,1,4,3,2,1,1,2,2,4,999,999,999,5,2,1,5,5,1,98,4,1,4,4,4,1,5,1,2,4,4,1,2,6,2,"11/5/2017 8:38:53",1.28
"558",558,"L","A","C",9999,3,"CA",4,5,1,1,1,NA,1,1,NA,2,1,1,3,4,3,NA,NA,NA,1,1,2,98,1,98,98,3,1,98,4,2,2,999,999,999,5,5,1,3,2,2,4,4,1,2,4,4,6,1,1,2,3,1,3,3,NA,1,"11/5/2017 8:43:35",0.585
"559",559,"L","B","C",9999,4,"NC",2,5,1,2,2,NA,2,1,"WEATHER CHANNEL",6,2,2,2,1,1,NA,NA,NA,2,2,2,1,1,2,4,98,1,1,3,1,98,999,999,999,4,5,1,3,5,5,4,2,2,2,4,2,1,1,6,NA,4,1,1,3,1,1,"11/5/2017 9:10:33",0.5
"560",560,"L","A","C",9999,NA,"WA",4,5,1,3,98,NA,2,1,"THE OUTPUT OF THE NEWS",6,2,1,98,4,4,NA,NA,NA,2,98,2,3,1,4,1,2,2,4,3,3,3,999,999,999,98,3,4,2,5,98,3,2,4,3,3,3,1,1,1,2,1,1,2,4,4,1,"11/5/2017 9:11:05",0.64
"561",561,"L","A","D",9999,1,"TN",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,98,2,4,98,4,98,2,2,4,4,999,999,999,1,4,1,5,5,2,4,4,1,4,2,2,1,1,1,1,2,2,1,2,NA,1,"11/6/2017 5:14:32",1.47
"562",562,"L","B","D",9999,NA,"IN",3,2,1,1,1,NA,1,1,"LAST 2 WINTERS HAVE BEEN TOO WARM",2,1,2,1,1,98,NA,NA,NA,1,98,98,98,1,1,2,98,1,2,2,4,1,999,999,999,5,5,1,5,5,2,4,4,98,4,98,98,1,1,NA,NA,1,NA,98,4,1,1,"11/6/2017 5:26:14",0.86
"563",563,"L","A","D",9999,3,"OH",3,5,1,1,98,NA,2,2,"NO COMMENT",10,98,1,1,1,1,NA,NA,NA,2,2,2,1,1,4,4,98,1,1,98,98,98,999,999,999,3,5,1,5,5,1,98,1,1,98,4,98,3,1,2,NA,2,2,3,2,2,2,"11/6/2017 5:51:22",1.445
"564",564,"L","B","D",9999,4,"NJ",1,5,1,3,2,NA,2,98,"THE NEWS",6,3,4,3,98,2,NA,NA,NA,2,2,2,98,2,98,98,3,98,98,3,2,2,999,999,999,2,4,3,4,4,3,98,3,3,2,3,98,1,1,2,NA,1,98,2,2,1,2,"11/6/2017 5:51:22",1
"565",565,"L","A","D",9999,NA,"VA",2,5,1,98,98,NA,98,98,"NOT SURE",10,98,98,98,98,98,NA,NA,NA,1,1,2,4,3,4,2,4,1,98,2,3,2,999,999,999,2,1,1,4,5,4,2,2,1,4,1,4,2,1,6,NA,4,4,3,3,3,1,"11/6/2017 5:53:16",0.68
"566",566,"L","B","D",9999,2,"GA",2,5,1,1,1,NA,1,1,"SCIENCE HAS PROVEN IT",4,1,2,1,2,2,NA,NA,NA,1,2,3,1,1,1,4,1,1,98,2,98,2,999,999,999,5,2,1,1,2,1,98,4,1,98,1,4,5,1,6,NA,5,1,4,98,6,1,"11/6/2017 6:02:22",0.7
"567",567,"L","A","D",9999,4,"FL",2,5,1,1,2,NA,2,1,"ITS HOT",2,98,1,2,3,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,4,999,999,999,3,1,1,4,2,1,1,1,1,4,1,4,3,1,1,1,3,2,1,2,3,1,"11/6/2017 6:03:16",0.71
"568",568,"L","B","D",9999,4,"IN",3,5,1,1,1,NA,1,1,"EVIDENCE FROM EVERY SINGLE SCIENTIFIC  DATA",4,1,1,1,1,1,NA,NA,NA,1,1,1,4,2,2,4,1,1,1,1,1,4,999,999,999,4,3,1,1,1,1,3,4,1,4,1,4,4,1,6,NA,4,2,4,4,2,1,"11/6/2017 6:11:24",0.49
"569",569,"L","A","D",9999,3,"SC",2,3,1,1,3,98,2,2,"NO SNOW",2,2,2,2,2,2,NA,NA,NA,3,3,3,2,2,4,1,2,2,1,2,98,98,999,999,999,4,4,2,5,5,2,2,3,2,2,1,4,2,1,1,2,4,3,3,4,5,1,"11/6/2017 6:19:16",0.355
"570",570,"L","B","C",9999,3,"NJ",1,4,1,2,1,NA,2,1,"THE TEMP IS USUALLY COLD BY NOW AND ITS STILL WARM",2,1,1,1,2,2,NA,NA,NA,1,1,2,1,1,1,1,3,1,1,1,2,98,999,999,999,3,2,1,3,5,1,1,4,1,4,4,4,1,2,6,NA,3,NA,NA,4,NA,2,"11/6/2017 8:10:25",1.145
"571",571,"L","A","C",9999,4,"GA",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,4,4,1,4,4,4,4,999,999,999,2,5,1,5,5,1,98,4,4,4,4,4,1,1,1,2,3,2,1,1,NA,2,"11/6/2017 8:20:07",0.92
"572",572,"L","B","C",9999,4,"PA",1,5,1,1,3,1,1,1,"WEATHER CHANGES",3,1,2,2,4,1,NA,NA,NA,1,1,1,1,1,4,2,98,1,1,1,98,98,999,999,999,4,5,1,5,5,5,98,4,1,4,1,4,3,1,2,NA,4,1,2,4,NA,1,"11/6/2017 8:20:20",0.35
"573",573,"L","B","C",9999,3,"NH",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,98,2,2,2,98,98,1,98,98,1,98,3,4,999,999,999,3,3,1,98,2,1,1,98,3,3,4,98,5,5,NA,NA,2,2,3,3,2,1,"11/6/2017 8:39:19",1.665
"574",574,"L","B","C",9999,4,"NC",2,3,1,2,2,NA,2,2,NA,3,3,2,1,3,2,NA,NA,NA,3,3,3,3,3,3,4,98,1,4,3,4,4,999,999,999,2,5,1,4,3,2,3,3,4,2,4,4,1,1,6,NA,1,1,3,4,1,2,"11/6/2017 8:51:05",1
"575",575,"C","A","C",9999,3,"NM",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,3,3,3,1,4,4,4,2,1,2,4,4,1,999,999,999,1,5,1,5,5,1,4,4,4,1,4,4,1,9,2,NA,3,2,2,1,3,1,"11/7/2017 4:12:57",2.315
"576",576,"C","A","C",9999,2,"MI",3,2,1,1,1,NA,1,1,NA,2,1,1,1,1,1,NA,NA,NA,1,1,2,2,1,1,98,98,1,2,1,2,4,999,999,999,5,1,1,1,2,1,98,4,1,4,2,4,4,1,7,NA,3,4,5,4,2,2,"11/7/2017 4:18:04",1.58
"577",577,"C","B","C",9999,2,"CA",4,5,1,1,1,NA,2,2,NA,11,3,2,1,2,2,NA,NA,NA,1,1,1,1,2,3,1,1,1,1,1,2,4,999,999,999,4,98,1,2,2,4,1,4,2,4,2,3,2,2,6,NA,2,1,5,4,3,1,"11/7/2017 4:32:00",1.83
"578",578,"C","A","C",9999,2,"FL",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,3,3,2,4,4,1,3,3,2,3,4,3,999,999,999,1,5,4,5,5,4,4,4,3,2,2,NA,2,1,1,1,4,2,3,2,4,1,"11/7/2017 4:32:44",0.8
"579",579,"C","A","C",9999,3,"FL",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,4,2,3,3,1,2,98,98,999,999,999,2,5,5,5,5,5,98,98,3,2,98,3,1,1,2,NA,2,4,2,3,NA,1,"11/7/2017 4:32:53",0.965
"580",580,"C","B","C",9999,3,"NC",2,2,1,2,1,NA,1,1,NA,1,1,1,2,2,2,NA,NA,NA,1,2,2,2,3,4,2,2,1,2,2,2,2,999,999,999,3,5,1,4,4,1,98,4,1,1,4,4,1,2,6,NA,2,1,3,98,NA,1,"11/7/2017 4:42:11",1.185
"581",581,"C","A","C",9999,2,"PA",1,5,1,3,98,NA,3,2,NA,4,2,3,3,2,3,NA,NA,NA,2,2,3,98,4,3,98,98,3,2,2,3,2,999,999,999,2,4,4,3,4,4,98,98,3,3,98,3,5,10,1,1,5,4,2,3,6,1,"11/7/2017 4:43:36",0.62
"582",582,"C","A","C",9999,4,"RI",1,2,1,2,1,NA,1,1,NA,11,1,2,1,3,1,NA,NA,NA,1,2,3,98,1,1,4,98,1,1,2,1,4,999,999,999,5,1,1,2,5,1,4,4,1,1,2,3,4,10,6,NA,2,4,4,4,3,1,"11/7/2017 4:51:31",1.01
"583",583,"C","A","C",9999,4,"GA",2,1,1,2,1,NA,1,1,NA,8,1,1,1,1,1,NA,NA,NA,98,98,98,1,1,1,98,98,1,1,1,1,98,999,999,999,4,3,1,2,4,2,98,4,1,4,98,4,3,1,2,NA,3,1,3,2,4,2,"11/7/2017 4:52:40",0.85
"584",584,"C","A","C",9999,3,"TN",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,1,2,2,4,4,2,2,4,4,NA,999,999,999,1,4,2,2,5,2,4,2,4,2,2,NA,98,1,1,2,4,4,3,1,98,1,"11/7/2017 4:56:35",0.355
"585",585,"C","B","C",9999,1,"FL",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,3,3,3,2,2,3,2,3,2,2,4,4,3,999,999,999,1,3,2,5,5,2,4,2,3,3,2,3,1,1,2,NA,4,1,3,4,5,1,"11/7/2017 4:56:43",0.86
"586",586,"C","A","C",9999,4,"FL",2,5,1,1,1,NA,1,1,NA,8,1,4,1,4,98,NA,NA,NA,1,1,1,1,2,4,4,4,1,2,3,98,3,999,999,999,3,5,1,5,5,2,98,4,1,4,1,2,1,1,1,2,3,1,4,3,NA,1,"11/7/2017 4:57:01",0.58
"587",587,"C","B","C",9999,NA,"MI",3,98,1,2,2,NA,4,2,NA,9,3,98,98,98,3,NA,NA,NA,3,3,3,4,4,4,2,4,4,4,4,4,1,999,999,999,1,4,5,5,5,5,98,1,4,1,2,3,1,1,1,2,4,3,2,3,NA,1,"11/7/2017 4:59:02",0.55
"588",588,"C","A","C",9999,3,"NY",1,1,1,1,1,NA,3,2,NA,2,2,1,1,2,2,NA,NA,NA,2,2,2,98,3,3,3,3,1,2,98,2,3,999,999,999,2,1,1,98,98,98,2,2,3,98,98,3,2,10,6,NA,3,98,NA,3,2,1,"11/7/2017 5:02:07",0.645
"589",589,"C","B","C",9999,4,"MI",3,2,1,1,1,NA,1,1,NA,8,1,1,2,2,1,NA,NA,NA,1,1,1,4,1,1,1,1,1,1,2,98,3,999,999,999,5,1,1,1,2,1,3,98,1,4,1,4,5,1,6,NA,5,4,5,4,6,1,"11/7/2017 5:12:06",0.18
"590",590,"C","A","C",9999,4,"MI",3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,98,98,98,1,3,4,3,2,3,1,4,4,3,999,999,999,2,4,5,5,5,4,98,98,2,1,4,1,3,1,1,1,2,2,2,1,2,2,"11/7/2017 5:21:13",1.44
"591",591,"C","B","C",9999,3,"MI",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,2,3,3,4,2,3,3,2,3,98,98,999,999,999,2,5,5,4,5,4,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,2,1,2,4,1,"11/7/2017 5:22:20",0.285
"592",592,"C","A","C",9999,2,"TX",2,5,1,2,3,2,2,1,NA,10,1,1,2,2,2,NA,NA,NA,1,1,3,4,2,2,2,4,1,4,1,98,4,999,999,999,4,1,1,2,3,1,1,2,1,4,1,4,5,5,4,NA,4,NA,NA,3,NA,1,"11/7/2017 5:23:33",1.43
"593",593,"C","B","C",9999,3,"NY",1,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,98,4,1,4,1,1,1,1,2,1,999,999,999,3,1,1,1,5,1,98,4,1,1,98,1,1,1,6,NA,3,98,98,3,1,1,"11/7/2017 5:38:43",0.735
"594",594,"C","A","C",9999,3,"FL",2,5,1,1,2,NA,4,2,NA,9,4,4,4,4,4,NA,NA,NA,98,98,98,2,1,4,1,4,4,2,4,4,98,999,999,999,1,98,98,5,5,5,2,4,4,1,4,3,1,10,1,1,4,2,1,2,NA,1,"11/7/2017 5:41:09",0.275
"595",595,"C","B","C",9999,2,"NY",1,3,1,1,3,3,1,1,NA,3,2,2,1,2,1,NA,NA,NA,1,1,1,1,1,2,4,2,1,3,2,2,2,999,999,999,5,1,1,1,2,2,98,4,1,4,1,4,4,1,6,NA,2,4,5,4,2,2,"11/7/2017 5:43:49",1.96
"596",596,"C","A","C",9999,1,"NY",1,5,1,1,1,NA,1,1,NA,4,3,2,1,1,1,NA,NA,NA,1,1,1,98,2,2,2,2,2,98,2,2,2,999,999,999,4,3,2,2,2,2,98,3,2,3,2,3,2,1,2,NA,4,1,5,4,6,2,"11/7/2017 5:44:17",1.03
"597",597,"C","B","C",9999,3,"PA",1,2,1,1,2,NA,1,1,NA,3,1,1,1,1,1,NA,NA,NA,1,1,1,98,1,1,98,98,1,1,1,2,4,999,999,999,4,1,1,1,5,1,2,4,1,4,1,4,3,1,NA,NA,5,1,4,4,4,2,"11/7/2017 5:57:16",0.625
"598",598,"C","B","C",9999,4,"PA",1,3,1,2,2,NA,2,2,NA,11,1,3,4,3,1,NA,NA,NA,3,3,3,3,1,4,98,98,1,1,1,98,1,999,999,999,2,5,1,5,5,1,2,4,1,98,4,4,1,1,2,NA,2,2,3,3,1,2,"11/7/2017 6:02:49",1.45
"599",599,"C","B","C",9999,3,"MA",1,5,1,1,1,NA,1,1,NA,6,1,2,1,1,1,NA,NA,NA,1,1,1,98,2,98,98,2,2,98,2,2,2,999,999,999,5,3,1,98,98,98,98,98,2,2,2,4,4,1,3,NA,5,1,5,4,6,2,"11/7/2017 6:09:31",0.525
"600",600,"C","B","C",9999,3,"NJ",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,3,2,4,4,4,4,4,4,4,2,999,999,999,1,5,3,4,5,5,1,2,4,3,3,1,1,1,1,1,2,4,1,1,98,1,"11/7/2017 6:12:02",0.965
"601",601,"C","A","C",9999,3,"VA",2,98,1,1,98,NA,2,1,"NOT SURE",10,2,3,4,4,4,NA,NA,NA,1,1,3,2,2,2,2,98,98,2,2,98,2,999,999,999,2,4,2,3,2,2,2,3,2,3,2,98,98,1,2,NA,5,2,3,3,6,1,"11/7/2017 6:24:45",0.185
"602",602,"C","B","C",9999,4,"WI",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,1,4,4,4,4,4,4,4,4,1,999,999,999,1,5,5,5,5,5,4,4,1,1,4,NA,1,1,6,NA,3,4,1,2,NA,2,"11/7/2017 6:25:25",0.92
"603",603,"C","A","C",9999,3,"MN",3,3,1,1,1,NA,1,1,NA,4,1,1,1,1,1,NA,NA,NA,1,1,1,4,1,4,4,2,1,3,2,2,2,999,999,999,4,1,2,5,4,2,98,4,1,4,2,3,2,1,1,2,3,NA,2,3,NA,1,"11/7/2017 6:27:28",0.585
"604",604,"C","A","D",9999,3,"OR",4,1,1,2,3,2,2,2,"JUST LISTENING TO THE WEATHER REPORTS",6,2,2,4,4,2,NA,NA,NA,3,2,2,2,3,3,98,2,2,98,2,3,2,999,999,999,3,4,2,4,4,98,2,98,98,3,3,2,1,1,1,1,2,2,1,98,98,2,"11/7/2017 7:14:45",1.305
"605",605,"C","B","D",9999,2,"DC",2,2,1,1,1,NA,1,1,NA,4,1,2,2,3,1,NA,NA,NA,1,1,1,1,1,1,4,1,1,98,4,98,98,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,4,1,7,NA,5,4,4,4,6,2,"11/7/2017 7:27:17",1.04
"606",606,"C","A","D",9999,3,"GA",2,1,1,1,1,NA,1,1,"SCIENTIFIC EVIDENCE",4,1,4,2,2,2,NA,NA,NA,2,2,1,NA,4,3,1,1,1,4,1,1,3,999,999,999,5,1,1,1,4,1,2,4,1,4,1,4,5,1,7,NA,2,4,4,4,2,2,"11/7/2017 7:32:49",1.445
"607",607,"C","B","D",9999,3,"IL",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,2,2,2,4,4,4,98,4,1,4,3,4,4,999,999,999,2,4,1,5,5,5,2,1,3,2,3,2,1,10,1,1,3,2,2,1,4,2,"11/7/2017 7:33:05",0.775
"608",608,"C","A","D",9999,3,"AZ",4,1,1,1,1,NA,1,1,"THE LAST INFO I READ, THE AVERAGE TEMP OF OCEAN HAS INCREASED 3 DEGRESS, 75 % OF EARTH IS WATER",6,1,1,1,1,98,NA,NA,NA,1,1,1,1,1,2,1,2,1,2,1,1,2,999,999,999,5,1,1,2,1,1,2,4,1,4,2,4,6,2,1,2,5,1,3,4,4,2,"11/7/2017 7:35:52",0.845
"609",609,"C","B","D",9999,4,"TN",2,5,1,2,2,NA,2,2,"NOT SURE",10,4,1,1,3,1,NA,NA,NA,2,98,3,1,1,4,1,1,1,1,1,1,1,999,999,999,3,5,1,5,5,1,2,4,2,1,4,4,2,1,1,2,3,4,3,2,NA,2,"11/7/2017 7:38:17",0.92
"610",610,"C","A","D",9999,3,"KY",2,3,1,1,1,NA,1,1,"SCIENTIFICALLY PROVEN",4,1,1,1,1,1,NA,NA,NA,1,1,1,4,1,2,2,2,1,98,2,2,98,999,999,999,5,1,1,2,2,2,4,4,1,4,4,4,6,1,6,NA,3,1,3,4,4,1,"11/7/2017 7:43:27",0.515
"611",611,"C","B","D",9999,2,"CA",4,2,1,1,1,NA,1,1,"SCIENCE AND PERSONAL OBSERVATIONS",4,1,1,1,1,1,NA,NA,NA,1,2,2,4,1,2,4,2,1,3,1,1,4,999,999,999,5,1,1,2,2,1,4,3,1,4,2,4,6,1,7,NA,5,1,5,4,5,1,"11/7/2017 7:50:16",0.87
"612",612,"C","A","D",9999,2,"FL",2,2,1,1,1,NA,1,1,"FOSSIL FUELS TEMPS CHANGING",8,1,1,1,2,2,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,2,999,999,999,5,1,1,1,2,2,2,4,1,2,2,2,6,1,NA,NA,4,1,5,4,NA,1,"11/7/2017 8:04:25",0.87
"613",613,"C","B","D",9999,3,"IL",3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,4,4,4,4,4,4,1,4,4,4,999,999,999,1,5,2,5,5,4,4,4,4,1,4,98,2,1,1,1,3,2,1,2,NA,2,"11/7/2017 8:04:46",0.925
"614",614,"C","A","D",9999,3,"FL",2,1,1,1,1,NA,1,1,NA,4,1,1,1,4,1,NA,NA,NA,1,1,2,1,1,1,2,1,1,2,1,1,2,999,999,999,5,1,1,1,2,1,2,4,1,4,1,4,4,1,6,NA,5,4,4,4,6,1,"11/7/2017 8:19:40",0.185
"615",615,"C","B","D",9999,2,"TX",2,2,1,1,1,NA,1,1,NA,4,1,3,3,2,2,NA,NA,NA,1,2,2,1,1,1,2,1,1,2,1,1,4,999,999,999,5,2,1,1,1,1,3,4,2,4,1,3,6,10,6,NA,4,1,3,3,6,1,"11/7/2017 8:20:03",0.62
"616",616,"C","A","D",9999,3,"ID",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,98,98,3,4,98,1,98,98,3,3,999,999,999,3,4,1,2,5,2,3,4,2,2,2,98,2,10,1,98,3,4,2,1,98,2,"11/7/2017 8:21:11",0.845
"617",617,"C","B","D",9999,3,"PA",1,2,1,2,1,NA,1,1,NA,2,1,1,3,3,1,NA,NA,NA,1,2,1,2,2,98,98,2,1,2,2,2,2,999,999,999,2,2,1,2,2,4,2,4,2,1,1,2,2,1,NA,NA,NA,1,1,3,NA,1,"11/7/2017 8:24:57",0.515
"618",618,"C","B","D",9999,3,"FL",2,1,1,2,1,NA,2,1,"POPULATION INCREASE",13,1,1,1,4,2,NA,NA,NA,1,1,1,1,1,1,1,4,1,1,1,1,1,999,999,999,5,4,1,2,2,1,98,4,1,4,1,4,2,1,2,NA,4,4,4,4,1,1,"11/7/2017 8:25:50",0.505
"619",619,"C","A","D",9999,3,"IN",3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,2,2,3,98,98,2,2,3,3,3,999,999,999,1,4,1,4,4,4,4,3,2,2,2,2,1,1,1,1,3,4,2,2,5,1,"11/7/2017 8:42:59",0.585
"620",620,"C","B","D",9999,NA,"NY",1,1,1,1,2,NA,1,1,"JUST BASIC OBSERVATION AND FACTS FROM SCIENCE",2,1,1,1,2,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,3,999,999,999,5,1,1,1,1,1,98,4,1,4,1,4,4,1,6,NA,3,1,4,4,4,1,"11/7/2017 8:44:16",0.71
"621",621,"C","A","D",9999,4,"CA",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,98,4,4,1,4,4,4,4,98,2,999,999,999,2,5,2,5,5,5,4,1,1,98,1,2,1,1,1,1,5,4,2,3,6,1,"11/7/2017 8:46:01",0.18
"622",622,"C","B","D",9999,3,"FL",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,98,98,1,98,1,2,4,999,999,999,2,1,1,2,2,2,4,4,2,1,98,98,4,9,1,1,5,98,3,2,NA,1,"11/7/2017 8:53:15",1.965
"623",623,"C","A","D",9999,1,"OH",3,1,1,1,1,NA,3,1,NA,10,2,2,1,2,2,NA,NA,NA,2,2,2,98,98,98,2,98,98,98,2,2,98,999,999,999,2,98,98,4,98,98,98,2,2,2,2,98,98,2,2,NA,1,1,3,3,1,1,"11/7/2017 9:01:42",1.39
"624",624,"C","B","D",9999,4,"AL",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,2,98,1,1,98,98,98,999,999,999,2,3,1,1,1,5,98,98,98,98,2,2,1,1,1,1,2,2,2,3,1,2,"11/8/2017 4:12:12",1.45
"625",625,"C","A","D",9999,NA,"IN",3,5,1,1,1,NA,1,1,"SCIENTIFIC CONSENSUS",4,1,1,2,2,2,NA,NA,NA,1,2,2,98,1,1,98,2,1,2,1,2,3,999,999,999,4,3,2,2,2,2,2,4,1,3,1,4,3,1,7,NA,4,1,4,4,6,1,"11/8/2017 4:18:02",0.38
